,hot_cold_class,pos_neg_class,date,Degrees Celsius,Wind Gust (MPH),Precipitation,Wind Speed,Humidity,Weather,Visibility
22168,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
22169,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
22170,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
22171,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
22172,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
22173,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
22174,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
22175,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
22176,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
22177,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
22178,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
22179,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
22180,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
22181,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
22182,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
22183,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
22184,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
22185,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
22186,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
22187,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
22188,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
22189,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
22190,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
22191,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
22306,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
22307,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
22308,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
22309,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
22310,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
22311,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
22312,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
22313,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
22314,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
22315,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
22316,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
22317,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
22318,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
22319,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
22320,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
22321,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
22322,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
22323,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
22324,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
22325,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
22326,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
22327,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
22328,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
22329,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
22330,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
22331,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
22332,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
22333,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
22334,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
22335,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
22336,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
22337,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
22338,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
22339,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
22340,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
22341,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
22342,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
22343,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
22458,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
22459,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
22460,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
22461,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
22462,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
22463,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
22464,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
22465,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
22466,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
22467,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
22468,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
22469,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
22470,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
22471,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
22472,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
22473,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
22474,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
22475,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
22476,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
22477,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
22478,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
22479,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
22480,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
22481,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
22482,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
22483,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
22484,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
22485,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
22486,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
22487,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
22488,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
22489,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
22490,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
22491,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
22492,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
22493,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
22494,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
22495,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
23408,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
23409,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
23410,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
23411,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
23412,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
23413,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
23414,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
23415,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
23416,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
23417,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
23418,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
23419,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
23420,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
23421,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
23422,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
23423,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
23424,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
23425,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
23426,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
23427,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
23428,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
23429,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
23430,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
23431,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
23432,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
23433,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
23434,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
23435,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
23436,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
23437,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
23438,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
23439,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
23440,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
23441,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
23442,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
23443,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
23444,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
23445,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
23560,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
23561,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
23562,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
23563,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
23564,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
23565,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
23566,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
23567,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
23568,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
23569,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
23570,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
23571,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
23572,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
23573,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
23574,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
23575,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
23576,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
23577,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
23578,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
23579,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
23580,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
23581,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
23582,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
23583,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
23584,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
23585,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
23586,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
23587,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
23588,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
23589,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
23590,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
23591,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
23592,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
23593,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
23594,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
23595,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
23596,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
23597,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
23712,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
23713,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
23714,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
23715,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
23716,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
23717,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
23718,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
23719,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
23720,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
23721,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
23722,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
23723,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
23724,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
23725,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
23726,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
23727,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
23728,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
23729,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
23730,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
23731,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
23732,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
23733,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
23734,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
23735,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
23736,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
23737,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
23738,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
23739,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
23740,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
23741,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
23742,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
23743,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
23744,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
23745,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
23746,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
23747,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
23748,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
23749,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
23750,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
23751,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
23752,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
23753,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
23754,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
23755,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
23756,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
23757,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
23758,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
23759,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
23760,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
23761,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
23762,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
23763,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
23764,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
23765,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
23766,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
23767,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
23768,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
23769,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
23770,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
23771,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
23772,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
23773,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
23774,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
23775,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
23776,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
23777,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
23778,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
23779,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
23780,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
23781,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
23782,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
23783,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
23784,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
23785,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
23786,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
23787,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
24662,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
24663,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
24664,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
24665,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
24666,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
24667,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
24668,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
24669,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
24670,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
24671,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
24672,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
24673,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
24674,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
24675,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
24676,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
24677,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
24678,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
24679,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
24680,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
24681,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
24682,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
24683,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
24684,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
24685,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
24686,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
24687,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
24688,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
24689,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
24690,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
24691,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
24692,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
24693,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
24694,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
24695,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
24696,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
24697,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
24698,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
24699,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
25232,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
25233,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
25234,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
25235,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
25236,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
25237,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
25238,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
25239,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
25240,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
25241,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
25242,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
25243,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
25244,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
25245,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
25246,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
25247,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
25248,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
25249,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
25250,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
25251,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
25252,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
25253,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
25254,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
25255,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
25256,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
25257,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
25258,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
25259,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
25260,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
25261,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
25262,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
25263,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
25264,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
25265,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
25266,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
25267,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
25268,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
25269,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
26106,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
26107,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
26108,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
26109,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
26110,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
26111,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
26112,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
26113,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
26114,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
26115,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
26116,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
26117,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
26118,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
26119,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
26120,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
26121,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
26122,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
26123,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
26124,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
26125,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
26126,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
26127,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
26128,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
26129,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
26130,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
26131,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
26132,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
26133,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
26134,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
26135,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
26136,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
26137,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
26138,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
26139,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
26140,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
26141,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
26142,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
26143,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
26410,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
26411,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
26412,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
26413,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
26414,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
26415,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
26416,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
26417,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
26418,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
26419,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
26420,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
26421,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
26422,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
26423,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
26424,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
26425,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
26426,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
26427,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
26428,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
26429,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
26430,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
26431,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
26432,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
26433,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
26434,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
26435,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
26436,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
26437,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
26438,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
26439,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
26440,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
26441,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
26442,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
26443,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
26444,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
26445,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
26446,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
26447,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
27056,cold,Positive,2017-01-03,-5,18,1,7,93,0,MO
27057,cold,Positive,2017-01-03,-4,18,1,7,92,1,MO
27058,cold,Positive,2017-01-03,0,18,1,9,79,3,MO
27059,cold,Positive,2017-01-03,2,20,9,9,75,8,GO
27060,cold,Positive,2017-01-03,1,20,10,9,80,8,GO
27061,cold,Positive,2017-01-03,1,22,11,11,81,8,VG
27062,cold,Positive,2017-01-03,2,20,10,9,82,8,VG
27063,cold,Positive,2017-01-03,2,20,8,9,82,8,VG
27064,cold,Positive,2017-01-03,3,22,9,11,83,7,VG
27065,cold,Positive,2017-01-03,4,20,20,9,85,8,GO
27066,cold,Positive,2017-01-03,4,18,13,9,68,7,VG
27067,cold,Positive,2017-01-03,3,18,0,9,59,1,VG
27068,cold,Positive,2017-01-03,1,16,0,7,68,0,GO
27069,cold,Positive,2017-01-03,-1,16,0,7,74,0,VG
27070,cold,Positive,2017-01-03,-1,16,0,7,78,0,VG
27071,cold,Positive,2017-01-03,-2,11,0,4,83,0,GO
27072,cold,Positive,2017-01-03,-2,7,0,4,85,0,GO
27073,cold,Positive,2017-01-03,-2,4,0,2,88,1,GO
27074,cold,Positive,2017-01-03,1,4,0,2,80,1,GO
27075,cold,Positive,2017-01-03,2,4,0,2,81,1,GO
27076,cold,Positive,2017-01-03,-1,4,1,2,89,2,GO
27077,cold,Positive,2017-01-03,-2,7,4,4,92,7,GO
27078,cold,Positive,2017-01-03,-1,7,6,4,92,7,MO
27079,cold,Positive,2017-01-03,-2,9,6,4,89,7,GO
27080,cold,Positive,2017-01-03,-1,11,4,7,85,2,GO
27081,cold,Positive,2017-01-03,-1,13,5,7,85,7,GO
